"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Xavier Scruggs","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".297",".354",".651",".282","","76","0.0","0.0","","0.0","0.0","0.0","7409"
"Eddy Alvarez","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".306",".338",".644",".282","","76","0.0","0.0","","0.0","0.0","0.0","sa806877"
"Chase Calabuig","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".304",".343",".648",".282","","76","0.0","0.0","","0.0","0.0","0.0","sa3006927"
"Ruben Sosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".300",".352",".652",".282","","-100","0.0","0.0","","0.0","0.0","","sa599247"
"Derrick Loveless","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".302",".345",".647",".282","","-100","0.0","0.0","","0.0","0.0","","sa599355"
"Austin Jackson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".302",".351",".653",".282","","-100","0.0","0.0","","0.0","0.0","","9848"
"Jonathan Schwind","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".291",".364",".656",".282","","73","0.0","0.0","","0.0","0.0","0.0","sa598663"
"Kyle Garlick","Dodgers","1","5","5","1","0","0","0","1","1","0","2","0","0","0","",".221",".270",".404",".674",".282","","75","0.0","0.0","","-0.2","0.0","0.0","18063"
"Connor Panas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".376",".661",".282","","-100","0.0","0.0","","0.0","0.0","","sa875228"
"Carlos Garay","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".263",".297",".360",".657",".282","","-100","0.0","0.0","","0.0","0.0","","sa657431"
"Spencer Kieboom","Nationals","1","5","4","1","0","0","0","0","0","0","1","0","0","0","",".235",".305",".340",".645",".282","","69","0.0","0.0","","-0.2","0.1","0.0","13300"
"Taylor Motter","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".291",".363",".655",".282","","75","0.0","0.0","","0.0","0.0","0.0","12399"
"Kevin Cornelius","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".280",".384",".663",".282","","-100","0.0","0.0","","0.0","0.0","","sa602665"
"Charles Leblanc","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".301",".350",".651",".282","","65","0.0","0.0","","0.0","0.0","0.0","sa738521"
"Kyle Farmer","Reds","7","30","27","7","2","0","1","3","3","2","7","0","0","0","",".240",".290",".372",".662",".282","","69","0.0","0.0","","-1.2","0.0","0.0","14813"
"Jeffrey Baez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".284",".380",".664",".282","","69","0.0","0.0","","0.0","0.0","0.0","sa597088"
"Patrick Mazeika","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".294",".358",".652",".282","","76","0.0","0.0","","0.0","0.0","0.0","sa827167"
"Tyler Saladino","Brewers","12","50","45","10","2","0","1","5","5","4","13","0","1","0","",".226",".289",".366",".655",".282","","69","0.1","-0.3","","-2.0","-0.2","0.0","10807"
"Ryan Vilade","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".306",".343",".649",".282","","55","0.0","0.0","","-0.1","0.0","0.0","sa3004256"
"Lane Thomas","Cardinals","2","8","7","2","0","0","0","1","1","1","2","0","0","0","",".229",".289",".367",".656",".282","","72","0.0","0.0","","-0.3","0.0","0.0","16939"
"Troy Stokes Jr.","Brewers","1","3","2","0","0","0","0","0","0","0","1","0","0","0","",".213",".288",".366",".654",".281","","69","0.0","0.0","","-0.1","0.0","0.0","sa828871"
"Collin Cowgill","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".291",".361",".652",".281","","69","0.0","0.0","","0.0","0.0","0.0","7250"
"Delmon Young","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".281",".382",".663",".281","","72","0.0","0.0","","0.0","0.0","0.0","2140"
"Tyler Neslony","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".295",".361",".656",".281","","69","0.0","0.0","","0.0","0.0","0.0","sa918131"
"Steven Duggar","Giants","27","114","103","24","5","1","2","11","9","9","33","1","2","1","",".238",".300",".351",".651",".281","","73","0.2","0.2","","-3.9","-0.2","0.0","17719"
"Roman Quinn","Phillies","33","130","117","27","5","1","2","13","12","10","37","1","7","2","",".232",".298",".353",".651",".281","","71","0.3","-0.4","","-4.7","-0.1","-0.1","13546"
"Tyler Stephenson","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".295",".355",".650",".281","","68","0.0","0.0","","0.0","0.0","0.0","sa874242"
"Anthony Recker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".286",".368",".654",".281","","-100","0.0","0.0","","0.0","0.0","","4063"
"Forrest Wall","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".296",".355",".651",".281","","73","0.0","0.0","","0.0","0.0","0.0","sa828682"
"Austin Bossart","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".285",".372",".657",".281","","71","0.0","0.0","","0.0","0.0","0.0","sa875667"
"Steve Selsky","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".289",".366",".654",".281","","-100","0.0","0.0","","0.0","0.0","","12957"
"Owen Miller","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".297",".357",".655",".281","","73","0.0","0.0","","0.0","0.0","0.0","sa3006673"
"Joe Jackson","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".298",".351",".649",".281","","65","0.0","0.0","","0.0","0.0","0.0","sa550375"
"Travis Taijeron","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".288",".361",".649",".281","","76","0.0","0.0","","0.0","0.0","0.0","11935"
"Cole Tucker","Pirates","6","26","23","6","1","0","0","2","2","2","6","0","1","0","",".244",".298",".358",".656",".281","","72","0.0","0.1","","-0.9","0.3","0.0","17326"
"Victor Cruzado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".301",".343",".644",".281","","-100","0.0","0.0","","0.0","0.0","","sa597033"
"Keibert Ruiz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".296",".359",".656",".281","","74","0.0","0.0","","0.0","0.0","0.0","sa872528"
"Quincy Latimore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".286",".370",".656",".281","","-100","0.0","0.0","","0.0","0.0","","sa389676"
"Carlos Moncrief","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".299",".347",".646",".281","","-100","0.0","0.0","","0.0","0.0","","7511"
"Luis Lara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".291",".361",".652",".281","","-100","0.0","0.0","","0.0","0.0","","sa917185"
"Clint Coulter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".279",".381",".660",".281","","-100","0.0","0.0","","0.0","0.0","","sa657922"
"Art Charles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".283",".373",".657",".281","","-100","0.0","0.0","","0.0","0.0","","sa503326"
"Miguel Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".264",".286",".377",".663",".281","","-100","0.0","0.0","","0.0","0.0","","17075"
"Stephen Cardullo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".292",".362",".654",".281","","-100","0.0","0.0","","0.0","0.0","","11204"
"Brett Wallace","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".296",".353",".649",".281","","73","0.0","0.0","","0.0","0.0","0.0","8434"
"Brett Sullivan","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".287",".370",".658",".281","","75","0.0","0.0","","0.0","0.0","0.0","sa857232"
"Jamie Ritchie","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".309",".326",".635",".281","","76","0.0","0.0","","0.0","0.0","0.0","sa829058"
"Matthew Batten","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".302",".346",".648",".281","","73","0.0","0.0","","0.0","0.0","0.0","sa3004179"
"Steve Wilkerson","Orioles","16","66","60","14","2","0","1","6","7","4","17","1","1","1","",".240",".290",".365",".655",".281","","72","0.0","-0.4","","-2.3","-0.4","0.0","16041"
"Mac Williamson","Mariners","9","34","30","6","1","0","1","4","4","3","10","0","0","0","",".212",".284",".373",".657",".281","","77","0.0","0.0","","-1.0","-0.3","0.0","14158"
"Jake Noll","Nationals","1","3","2","1","0","0","0","0","0","0","1","0","0","0","",".251",".289",".368",".658",".281","","68","0.0","0.0","","-0.1","0.0","0.0","19703"
"Casey Grayson","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".307",".331",".638",".281","","72","0.0","0.0","","0.0","0.0","0.0","sa829305"
"John Hicks","Tigers","35","139","129","31","6","0","4","13","15","8","39","1","1","0","",".238",".282",".376",".659",".281","","72","-0.3","0.4","","-5.3","1.6","0.0","12547"
"Patrick Wisdom","Rangers","1","3","2","0","0","0","0","0","0","0","1","0","0","0","",".212",".280",".377",".658",".280","","65","0.0","0.0","","-0.1","0.0","0.0","13602"
"Trenton Brooks","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".289",".365",".654",".280","","68","0.0","0.0","","0.0","0.0","0.0","sa873268"
"Christopher Bostick","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".292",".361",".653",".280","","72","0.0","0.0","","0.0","0.0","0.0","13718"
"Kevin Medrano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".304",".347",".651",".280","","-100","0.0","0.0","","0.0","0.0","","sa577957"
"Mitch Walding","Phillies","1","2","2","0","0","0","0","0","0","0","1","0","0","0","",".190",".294",".349",".643",".280","","70","0.0","0.0","","-0.1","0.0","0.0","13006"
"Justin Maffei","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".306",".334",".639",".280","","-100","0.0","0.0","","0.0","0.0","","sa738359"
"Jason Krizan","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".299",".346",".645",".280","","75","0.0","0.0","","0.0","0.0","0.0","sa546842"
"Preston Beck","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".296",".352",".649",".280","","64","0.0","0.0","","0.0","0.0","0.0","sa621361"
"Seth Brown","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".281",".380",".661",".280","","74","0.0","0.0","","0.0","0.0","0.0","sa875797"
"Jesse Jenner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".287",".367",".654",".280","","-100","0.0","0.0","","0.0","0.0","","sa857727"
"Jesus Sucre","Orioles","1","2","2","1","0","0","0","0","0","0","0","0","0","0","",".252",".296",".357",".652",".280","","71","0.0","0.0","","-0.1","0.0","0.0","5942"
"Mel Rojas Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".292",".359",".652",".280","","-100","0.0","0.0","","0.0","0.0","","sa548194"
"Tyler Heineman","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".298",".349",".648",".280","","74","0.0","0.0","","0.0","0.0","0.0","sa658108"
"Johnny Field","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".272",".391",".663",".280","","70","0.0","0.0","","0.0","0.0","0.0","15048"
"Chantz Mack","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".303",".335",".638",".280","","-100","0.0","0.0","","0.0","0.0","","sa738471"
"Dixon Machado","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".305",".336",".641",".280","","70","0.0","0.0","","0.0","0.0","0.0","11472"
"Lewis Brinson","Marlins","33","133","122","27","5","1","4","12","14","8","39","2","2","1","",".225",".280",".381",".660",".280","","74","0.2","0.1","","-4.4","0.5","0.0","14352"
"Wilmer Difo","Nationals","9","34","31","8","1","0","1","3","3","3","7","0","1","0","",".245",".305",".349",".653",".280","","68","0.1","0.0","","-1.4","0.3","0.0","14320"
"Mike Freeman","Indians","12","47","42","10","2","0","1","5","4","4","12","0","1","0","",".240",".304",".339",".643",".280","","68","0.1","-0.1","","-1.9","0.0","0.0","11241"
"Trey Harris","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".293",".358",".651",".280","","68","0.0","0.0","","0.0","0.0","0.0","sa3006876"
"Robbie Glendinning","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".291",".360",".651",".280","","71","0.0","0.0","","0.0","0.0","0.0","sa3004978"
"Edwin Rios","Dodgers","3","12","11","3","1","0","0","1","1","1","4","0","0","0","",".223",".271",".396",".666",".280","","73","0.0","0.0","","-0.4","-0.3","0.0","18316"
"Anthony Phillips","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".302",".347",".649",".280","","54","0.0","0.0","","-0.1","0.0","0.0","sa392886"
"Chad Spanberger","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".278",".386",".663",".280","","72","0.0","0.0","","0.0","0.0","0.0","sa3004242"
"Kevin Padlo","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".292",".355",".648",".280","","74","0.0","0.0","","0.0","0.0","0.0","sa828961"
"Mike Gerber","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".283",".370",".653",".280","","72","0.0","0.0","","0.0","0.0","0.0","16115"
"Arvicent Perez","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".288",".368",".656",".280","","54","0.0","0.0","","-0.1","0.0","0.0","sa655950"
"Yanio Perez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".290",".362",".653",".280","","64","0.0","0.0","","0.0","0.0","0.0","sa975161"
"Zack Zehner","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".289",".362",".651",".280","","70","0.0","0.0","","0.0","0.0","0.0","sa829122"
"Angelo Gumbs","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".290",".363",".653",".279","","-100","0.0","0.0","","0.0","0.0","","sa548279"
"Braden Bishop","Mariners","9","37","34","8","2","0","1","4","3","3","8","0","0","0","",".239",".298",".345",".643",".279","","76","0.0","0.1","","-1.1","0.2","0.0","17806"
"Cody Jones","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".301",".338",".639",".279","","70","0.0","0.0","","0.0","0.0","0.0","sa829826"
"Andrew Velazquez","Indians","2","8","7","2","0","0","0","1","1","0","2","0","0","0","",".238",".287",".366",".652",".279","","74","0.0","0.0","","-0.3","0.0","0.0","14196"
"Taylor Walls","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".301",".340",".641",".279","","74","0.0","0.0","","0.0","0.0","0.0","sa915802"
"Johan Mieses","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".274",".386",".660",".279","","71","0.0","0.0","","0.0","0.0","0.0","sa747574"
"BJ Boyd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".298",".349",".648",".279","","-100","0.0","0.0","","0.0","0.0","","sa657987"
"David Washington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".276",".378",".655",".279","","-100","0.0","0.0","","0.0","0.0","","12110"
"Dustin Geiger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".277",".382",".659",".279","","-100","0.0","0.0","","0.0","0.0","","sa549747"
"Michael Choice","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".278",".377",".655",".279","","64","0.0","0.0","","0.0","0.0","0.0","11376"
"Dylan Moore","Mariners","20","80","72","16","3","0","2","8","8","6","18","1","3","1","",".226",".290",".359",".649",".279","","76","0.1","0.2","","-2.4","0.2","0.1","18042"
"Dan Butler","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".299",".339",".638",".279","","-100","0.0","0.0","","0.0","0.0","","9968"
"Matt Snyder","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".288",".365",".652",".279","","74","0.0","0.0","","0.0","0.0","0.0","sa602687"
"Carmen Benedetti","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".296",".345",".640",".279","","75","0.0","0.0","","0.0","0.0","0.0","sa918269"
"Daniel Mayora","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".294",".355",".649",".279","","-100","0.0","0.0","","0.0","0.0","","sa291160"
"Sean Bouchard","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".285",".366",".651",".279","","54","0.0","0.0","","-0.1","0.0","0.0","sa915652"
"Ryan Raburn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".288",".357",".645",".279","","-100","0.0","0.0","","0.0","0.0","","2218"
"Bubba Starling","Royals","33","132","121","29","6","1","3","12","13","8","33","1","2","1","",".239",".288",".362",".650",".279","","70","0.1","0.0","","-5.0","0.5","0.0","13356"
"Sandy Madera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".292",".357",".649",".279","","-100","0.0","0.0","","0.0","0.0","","sa208622"
"Drew Ellis","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".288",".357",".645",".279","","67","0.0","0.0","","0.0","0.0","0.0","sa3004687"
"Casey Turgeon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".304",".332",".636",".279","","-100","0.0","0.0","","0.0","0.0","","sa599227"
"Evan Van Hoosier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".291",".358",".649",".279","","-100","0.0","0.0","","0.0","0.0","","sa658796"
"Austin Hedges","Padres","24","94","86","19","4","0","4","9","11","6","27","1","1","0","",".218",".272",".393",".665",".279","","71","-0.1","0.2","","-3.6","1.9","0.6","12976"
